,name,description,price,product_details,variatal,size,country,closure,target
108,"kura, kujira",japanese single malts set,1025.0,"you have an opportunity to try all the finest japanese single malts.
the set includes 1 bottle of each:
- kura white oak japanese single malt 8 years old 720ml
- kura white oak japanese single malt 12 years old 720ml
- kujira ryukyu japanese single malt whisky 20 years old 700ml",single malt,750.0,japan,screw cap,1
109,limeburners,darkest winter single malt whisky 700ml,339.99,"this single malt whisky uses peat collected by hand from the deepest darkest parts of the valley of the giants in wa. the barley was smoked for an extended period, resulting in a heavier, more intense style of whisky ideally suited for darkest winter. this whisky was matured in an ex-bourbon american oak cask. exhibits spice and floral aromas when neat and a splash of water unleashes malted barley and intense complex smokey aromas.",single malt,700.0,australia,unknown,1
110,nant,tasmanian sherry cask whisky 500ml,169.99,"matured in ex-apera (australian sherry-style) casks from south australia this expression offers an intriguing balance of sweet and spice that takes plenty of influence from its cask. nant sherry cask has rich maple aromas complemented by hints of hazelnuts, almonds and spice. as smooth as it is balanced with a dry oak tone, with hints of orange toffee and heated dried fruits and a medium nut and coffee finish.",blended,500.0,australia,unknown,1
111,auchentoshan,three wood scotch whisky 700ml,92.99,"matured in american bourbon oak and finished in spanish olorosso and pedro ximenez casks. a lowland single malt whisky rich with dark fruits, thick butterscotch, roasted hazelnuts and the signature smooth delicate auchentoshan taste.",single malt,700.0,scotland,cork,0
112,glengoyne,18 year old single malt scotch whisky 700ml,164.95,"full bodied, round and rich. at first macerated fruits, marzipan and walnuts; then warm spices, dry cocoa and lingering seville marmalade. spicy vanilla fruit, ripe apples and a rich, luxurious mouthfeel. this is the result of eighteen long years and a generous proportion of first-fill sherry casks.",single malt,700.0,scotland,unknown,1
113,starward,single malt australian whisky 700ml,114.99,"utilising centuries of knowledge and tradition, yet not restricted by it, starward is the brainchild of david vitale who set out to harness the very best of australia's barley, barrels and climate to create the ultimate new world whisky. years of experimentation, adjustment, trial and even more adjustment has created starward, a whisky that will challenge your perceptions of what whisky can be. artisan victorian barley is sourced to begin the bespoke process which ends up in aged australian apera casks that have been re-coopered, re-toasted and re-sized. all of which help create a whisky of smoothness, sweetness and unparalleled complexity.",single malt,700.0,starward,cork,1
114,glen moray,30 year old single malt scotch whisky 700ml,500.0,"a limited edition of glen moray 30 year old double matured selected from the finest american oak barrels and finished sherry casks. antique gold in colour, it has a smooth elegant nose of soft oak and dried fruits. it tastes of well-balanced oak meeting dark chocolate and subtle spice with a lingering and memorable finish.",single malt,700.0,scotland,cork,1
115,craigellachie,13 year old single malt scotch whisky 700ml,99.99,"deemed the bad boy of speyside, craigellachie is an unapologetically unique and challenging single malt. this is a complex dram, packed with flavour and texture.",single malt,700.0,scotland,cork,0
116,connemara,irish whiskey 700ml,79.95,"inspired by the ancient irish distilling traditions, connemara is a peated single malt whiskey which is smooth in the traditional irish style but more complex with the distinct peaty taste of an islay whiskey.",single malt,700.0,ireland,cork,0
117,smokehead,scotch whisky 700ml,68.99,"if you like your scotch whisky with big, vigorous and robust aromas and flavours of peat and smoke, smokehead is your single malt. the flavour is fresh, fruity and immense, with notes of sherry, iodine, toffee, smoke and sea salt all fighting for recognition. a single malt not for the faint of heart!",single malt,700.0,scotland,cork,0
118,craigellachie,17 year old single malt scotch whisky 700ml,179.99,"opening up with aromas such as ripe pineapple and custard creams followed by a meatiness that soon shines through. the delightful tropical fruits have intensified by the extra four years in barrel. there is more smokiness on the palate than the nose, with a touch of clove and oak towards the finish. enjoy neat or on the rocks.",single malt,700.0,scotland,screw cap,1
119,the dalmore,18 year old scotch whisky 700ml,219.99,"the dalmore 12 year old scotch whisky has rich spicy flavour with a much more intense finish on the house style. it is aged for 14 years in american oak, followed by three years in matusalem sherry butts, before a final year in sherry butts. a fantastic nose of vanilla, dark chocolate, citrus fruit, cinnamon, rich coffee, nutmeg and cloves.",blended,700.0,scotland,cork,1
120,old kempton distillery,small cask matured whisky,219.95,"old kempton distillery's small cask matured single malt whisky is hand crafted on a magnificent heritage-listed property in kempton, tasmania, first gazetted to sell spirits in 1836. weary travellers would stop at the coaching inn overnight on their ride between northern and southern tasmania and the local innkeeper would revive them with aq good dram. today, the tradition continues with tasmanian barley double distilled through our copper pot stills and patiently matured in small oak casks, creating delicious, rich, balanced tasmanian single malt whisky - the perfect small cask matured dram. ",single malt,500.0,australia,cork,1
121,glen grant,the major's reserve single malt scotch whisky 700ml,49.95,"now considered one of the most popular malts available, the major's reserve is a brilliant introduction to the world of single malts. beautifully restrained and elegant, yet balanced with a underlying power and persistence of flavour. speyside truly comes alive in the malts of glen grant.",single malt,700.0,scotland,screw cap,0
122,cotswolds,cotswolds odyssey barley single malt whisky 46% 700ml,119.8,"cotswolds single malt whisky is finally out of the cask and into the bottle.
the first whisky ever distilled in the cotswolds, it uses 100% locally grown, floor-malted barley.
matured in first-fill kentucky ex-bourbon barrels and reconditioned american oak 225l red wine casks that had been shaved, toasted and re-charred.
rich, fruity and sippable.",single malt,700.0,england,cork,1
123,rampur,indian single malt 43%,99.99,"rampur is an indian single malt whisky, hand-crafted and aged in the foothills of the himalayas. styled as “the kohinoor of single malts”, this super premium malt whisky is steeped in the rich indian heritage and enduring traditions of the maharajas.",single malt,700.0,cheese,cork,0
124,ailsa bay,single malt scotch whisky 700ml,99.99,"ailsa bay sweet smoke is a single malt distilled with craft, refined with code. created by our progressive and talented team of chemists in one of the most high-tech distilleries in the world, it is scientifically distilled at 022 parts peat, 019 parts sweet then micro matured for a precise balance of sweet and smoky notes.",single malt,700.0,scotland,cork,0
125,the macallan,10 year old single malt scotch whisky 700ml,199.99,the macallan fine oak 10 years old forms part of the fine oak range and is matured for a minimum of ten years in three exceptional oak cask types. this complex combination of casks delivers a light whisky with notes of honey and fruit.,single malt,700.0,scotland,cork,1
126,ledaig,10 year old scotch whisky 700ml,84.95,"ledaig is a wonderfully distinguished single malt handcrafted on the isle of mull by the tobermory distillery. the only distillery on the island, tobermory produces its only peated malt in this ledaig 10 year old single malt. sitting in the ancient vaults for 10 years and the use of superior oak wood casks, aromatic lochan water and the exclusively peat dried malted barley all go to producing a whisky of purity, power and vibrancy. the flavours and aromatics produced can't help but bring you to the ocean side on the isle of mull with their floral and smoky tones. non-chill filtered at 46.3%, ledaig 10 year old will delight all true whisky drinkers.",single malt,700.0,scotland,screw cap,0
127,the glenrothes,12 year old single malt scotch whisky 700ml,97.99,"the soleo collection is a new range with clear story and navigation, moving away from vintages and focusing on age statements. all expressions are matured in 100% sherry seasoned casks, for a rich sensorial experience. no allocation constraints. the glenrothes 12 years old is the classic house style of the glenrothes – fruity and sweet. the glenrothes 12 years old was awarded a score of 93 at the ultimate spirits ",single malt,700.0,scotland,stopper,0
128,teeling,single malt irish whiskey 700ml,85.99,"to add a unique depth of character and flavour, teeling single malt consists of aged malt whiskey up to 23 years old that has been matured in five different wine casks including sherry, port, madeira, white burgundy and cabernet sauvignon. this combination of cask maturation techniques has never been done before in irish whiskey and creates a truly innovative irish whiskey bursting with personality. like all the teeling whiskeys, it's bottled at 46% with no chill filtration, allowing for all the natural flavours of the whiskey to be retained.",single malt,700.0,ireland,cork,0
129,bunnahabhain,stiuireadair single malt scotch whisky 700ml,84.99,"stiùireadair (pronounced ‘stew-rahdur’) means ‘helmsman’ in scots gaelic. this single malt is complex with a rich sherry influence and aromas of fruit, nuts and spice.",single malt,700.0,scotland,screw cap,0
130,glen moray,25yo port cask finish single malt scotch whisky 700ml,379.99,"with less than 3,500 bottles produced for each edition, this special malt is destined to be snapped up by all the true scotch whisky aficionados. each bottle of glen moray's 25 year old port cask finish is hand signed by master distiller graham coull and features the year it was distilled in. this exceptional 25 year old spent the last part of its maturation in authentic port casks from portugal resulting is a malt with a nose that is sweet, rich and complex. the palate follows with notes of toffee apple sweetness and rush of spice on the finish.",single malt,700.0,scotland,cork,1
131,old pulteney,12 year old scotch whisky 700ml,79.95,"old pulteney continue to hold onto traditions that have long since faded in the memory banks of most malt masters in scotland. this adherence to tradition along with the use of the finest malt whisky ingredients allow old pulteney to claim to have some of the finest whiskies in the highlands. matured in ex-bourbon casks, old pulteney 12 year old is the definitive expression in the old pulteney family.",blended,700.0,scotland,unknown,0
132,dailuaine,34 year old scotch whisky 700ml,750.0,"by a dozen years this the oldest bottling ever to come from the original distillers. the whisky is an outstanding and unusually fragrant example of this robust classic that has an unexpected spicy complexity: beautifully balanced, structured and focused, both at cask strength and when smoothed out with water, it's precise, with a clean, well-shaped nose, and is delightfully rich yet also drying in palate and finish.",blended,700.0,scotland,cork,1
133,the benriach,10 year old single malt scotch whisky 700ml,79.95,"bottled at 43% vol, the benriach 10 years old is classic speyside in character. this fresh, lively, fruit-laden single malt captures warm oak spices, green apple, dried apricots, peach and banana with subtle touches of aniseed, lemon zest and barley. warm toasted oak spices flood through green apple skins and dried apricots, ripening to hints of peach and soft banana. subtle touches of aniseed and lemon zest create a contrasting edge to the fruit and add an intriguing character to the long, crisp barley finish.",single malt,700.0,scotland,cork,0
134,bruichladdich,islay barley scotch whisky 700ml,109.99,"bruichladdich's islay barley is the ultimate expression of provenance: single malt, single barley variety, single harvest and even a single field! islay barley is unpeated for maximum barley flavour, non-chill filtered and colouring free. the whisky is matured in american oak casks that are located in bruichladdich's coldest warehouse. this is a fascinating exploration of the +terroir+ of single malt whisky.",single malt,700.0,scotland,cork,1
135,laphroaig,25 year old scotch whisky 2013 edition 700ml,700.0,"remarkable things happen when the world’s most individual malt matures for a quarter of a century. with part of this slumber taking place in fine oloroso sherry casks - friends of laphraoig will find our signature islay peat complemented with aromas of sweet apricot, red apples and dark chocolate which develop into rich flavours of sherry and vanilla in this sweet, soft and dry taste. the 2013 edition of laphroaig 25 year old is a most unique malt whisky - bottled at cask strength and non-chill filtered to add further depth and complexity.",blended,700.0,scotland,cork,1
136,kilchoman,sanaig single islay malt scotch whisky 700ml,119.99,"the kilchoman sanaig single islay malt scotch whisky presents soft cooked fruits with caramel and vanilla on the nose along with toffee, peat smoke and a lingering sweetness on the palate. the finish is a lovely balance of peat smoke, fruit and sweetness.",blended,700.0,scotland,cork,1
137,g. rozelieures,single malt french whisky 700ml,61.99,"founded in 1890 by michel grallet, the rozelieures distillery is located in a small village in the lorraine region in the north-east of france, well know for the quality of the ‘eaux de vie’ produced there. this whisky is created through a traditional process of double distillation using lightly peated malts, resulting in distinctive toasty notes. it is matured in ex- sherry casks that make the whisky soft, elegant and fruity, revealing delicate spicy undertones.",single malt,700.0,g. rozelieures,cork,0
138,jura,10 year old single malt scotch whisky 700ml,79.95,a rich and rounded balance of subtle smoky notes with a sweet sherry cask finish.,single malt,700.0,scotland,unknown,0
139,ledaig,18 year old scotch whisky 700ml,174.95,"this 18 year old ledaig represents the rebirth of the style of malt whisky that would have originally been produced at the distillery. in 1996, master distiller, ian macmillan, inspired by the traditional style of single malts scotch whisky that would have been originally distilled on the island of mull , started distilling ledaig for the first time since the distillery re-opened after it’s final quiet period in 1990. the result is a wonderfully smoky island single malt scotch whisky which balances sweet and floral aromas with the richness and warmth of sea salt and smoke.",single malt,700.0,scotland,stopper,1
140,mortlach,the wee witchie 12 year old single malt scotch whisky 750ml,99.99,"since 1896 all mortlach whiskies have been 2.81 distilled. unlike with any other whisky, our spirit criss-crosses between six copper stills of completely different silhouettes 0.81 more times than is scotch tradition. it is an exact science graced with a touch of magic from “the wee witchie”.

“the wee witchie” is the smallest of our six stills. since it was first forged more than 120 years ago we have fastidiously ensured every dent and detail remains unchanged because it is within this copper chamber that the specific richness of taste which has earned mortlach the reputation as “the beast of dufftown” is created.

we dedicate this 12 year old single malt scotch whisky to the still that bears the beast. it has been double cask matured in both european and american oak to enhance the distinctively rich and robust character that makes mortlach whiskies legendary.",single malt,750.0,scotland,cork,0
141,23rd street distillery,single malt whisky 700ml,149.95,"our much-anticipated first all-australian whisky release. this confident little upstart was sent to time-out in ex-bourbon barrels until our master distiller gave it the golden seal of approval. mature, yet still assertive. luxurious dried fig and cedar aromas precede a palate of citrus peel, warm toffee and buttery length.",single malt,700.0,23rd street distillery,cork,1
143,glengoyne,15 year old single malt scotch whisky 700ml,117.99,"glengoyne can claim to have the slowest distillation process in scotland - a process that makes this distillery very unique, much like their positioning on the highland/lowland border. the 15 year old single malt is supremely complex, sweet and well rounded. there is a wonderful spicy oak finish that compliments the luscious palate that is enhanced by the process of air drying the barley, never peat dried. the hand-selected ex sherry casks also provide a richness that continues into the finish of this fine whisky that is ideally suited to enjoying neat.",single malt,700.0,scotland,cork,1
144,benromach,10 year old single malt scotch whisky 700ml,74.88,"every batch maturation is 80% bourbon barrel and 20% sherry cask, married together for the final year in a first fill oloroso sherry cask. a rich sherry and fruit nose, find the hint of nutty chocolate. taste it, roll it around your mouth. a bit of malt biscuit and very light smoke. a succulent mouth filling balance that lingers.",single malt,700.0,scotland,cork,0
145,overeem,cask strength single malt whisky 700ml,274.99,"on the eye: deep gold & brassy on the nose: intense aromatics, fruit chocolates, caramel, butterscotch, turkish delight, crème brulee, plum pudding rum soaked raisins, hint of cider on the palate: creamy texture, sweet and delicately spicy, fruitcake, caramel, liquorice & sweet malt. the finish: long. vanilla bean laced with spiced raisins.",single malt,700.0,australia,cork,1
146,benromach,peat smoke single malt scotch whisky 700ml,90.88,"this is a seriously smoky whisky. it's speyside peat, peaty but without the iodine tinge that most islay peat gives. one the nose, vanilla, honey and cured meat. a bit of lemon and slight tobacco, even sugared almonds. in the mouth, cracked pepper, aniseed and even a hint of orange with cooked apple and pear emerge. the finish however is smoky, just like sitting around a camp fire.",single malt,700.0,scotland,cork,0
147,glen moray,15 year old single malt scotch whisky 700ml,77.99,glen moray 15 year old whisky is made using an amalgamation of two distinct cask styles - sherry and american oak. an exquisitely complex whisky with a hint of spice and delicate smoke that boasts heady dried fruits and rich dark chocolate.,single malt,700.0,scotland,cork,0
148,balcones distilling,texas single malt whisky,134.99,"a timeless style of malt whisky, balcones “1” texas single malt breathes new life into centuries of distilling tradition with classic techniques and ingredients adapted for new world tastes. opening aromas bear hints of toffee and overripe fruits. on the palate, layers of toasted malt and honey give way to mellow notes of baked pears and apples. a long finish is accompanied by cinnamon and cloves. texas made, texas proud, we hope you enjoy the whisky we owe our success to as much as we enjoy making it.",single malt,700.0,balcones distilling,unknown,1
149,ardbeg,drum scotch whisky 700ml,179.99,"limited edition release where in a first for the distillery, ardbeg have taken ardbeg scotch whisky from ex-bourbon casks, then rested in a while in ex-rum casks from the americans to bring a colourful caribbean twist to the peaty favourite.

dark gold in colour, fragrant pine resin and woodsmoke dance alongside ripe banana and pineapple before parading into smoked apples and dry cocoa powder. waves of smoke, tar & creosote lead to a dry peppery mouthfeel.",blended,700.0,scotland,unknown,1
150,the glenlivet,tervie 14yo single malt scotch whisky 700ml,259.99,"for almost 200 years, the glenlivet has been one of the defining speyside single malts. the latest, limited-edition tervie 14 year old, is named after the tervie burn, a small stream that joins the river livet alongside the village hall near glenlivet. on the nose you will find fruity aromas of sweet red apples and citrus oranges blended with gentle hints of rich vanilla leading to a palate full of lively fruitiness of peaches in syrup which is enriched with sticky honey giving a lusciously sweet texture. the finish is smooth and creamy with a touch of liquorice spice.",single malt,700.0,scotland,cork,1
151,nant,tasmanian bourbon cask whisky 500ml,169.99,"a highly accomplished and regarded nant expression aged in ex bourbon casks from kentucky, usa. on the nose it has a sharp and peppery note balanced with a soft sweetness which can be enjoyed from the aroma to the palate. delicate vanilla notes dance on the tongue with touches of liquorice and maple syrup with a medium to long finish.",blended,500.0,australia,cork,1
152,bladnoch,talia 25 year old single malt scotch whisky 700ml,498.95,"it is bladnoch's 200 year anniversary, celebrate with them by enjoying a drop of one of their three magical single malts. award winning master distiller ian macmillan hand selects every cask to bring together this spicy yet silky expression. elegant, mature sweet oaky notes and a hint of citrus to finish. this release is bottled at natural cask strength and colour, and coarsely filtered. there’s nothing added or removed, so you can enjoy this whisky as you would straight from the cask.",single malt,700.0,scotland,cork,1
153,ardbeg,corryvreckan scotch whisky 700ml,169.99,"ardbeg corryvreckan islay single malt scotch whisky is a very limited special release from the ardbeg distillery which will slowly entrap you in a whirlpool of aromas and flavours all contained within this turbulent force of a 700ml bottle. named after the famous corryvreckan whirlpool that lies off the islay north coast where only the bravest of souls dare venture, the ardbeg corryvreckan has swirling aromas and torrents of deep, peaty, peppery taste that lurk beneath the surface of this beautifully balanced dram. only available for a very limited time - a must for all islay lovers. cauldron of the speckled seas.",single malt,700.0,scotland,cork,1
154,corra linn distiller,single malt whisky,239.0,"the heavy charred fortified french oak wine barrels were re-crafted in tasmania giving distinct and unique flavours.

in the glass, corra linn whisky has a beautiful shade of gold amber. while on the nose it has a rich deep aroma, that brings memories of a luxurious port soaked fruity christmas pudding.  the taste does not disappoint, with the
perfect balance of sweetness and spice. an initial oaky taste comes through merging with cardamom, cinnamon, garam marsala with a hint of curry and speculoos.
it has a great mouthfeel leaving a satisfying, well rounded and long lasting flavour with ginger nut tones.

this is a whisky that has many layers of complexity and a great story from our small batch distillery.",single malt,750.0,australia,unknown,1
155,lark,sláinte single malt whisky liqueur 350ml,58.99,"lark sláinte single malt whisky liqueur (slon- cha; gaelic = to your good health) was developed by the lark distillery after strong demand for a unique australian single malt whisky liqueur. sláinte is a marriage of premium mature single malt whisky, with a unique distilled spirit of herbs and spices, produced in smaller copper pot stills. they are carefully combined over time, to give the right complexity of character, spiciness and sweetness; whilst maintaining the overtones of the acclaimed, small batch single malt whisky lark is now famous for.",single malt,350.0,australia,cork,0
156,glenkinchie,12 year old scotch whisky 700ml,94.99,"a sweeter style of scotch, glenkinchie is bright gold in colour and very approachable. the nose carries aromas of vanilla, citrus and wild flowery and is reflected on the palate and supported by a surprisingly creamy texture.",blended,700.0,scotland,unknown,0
157,the singleton,dufftown 12yo single malt scotch whisky 700ml,76.99,"the singleton of dufftown was built during the reign of queen victoria. the singleton 12 year old scotch whisky is a vibrant, smooth and a naturally rich single malt scotch whisky. sweet fruity notes and a lingering, pleasurable warmth, this unique flask-shaped bottle and blue flint colour glass draws its inspiration from the 19th century, when flask-shaped bottles were customary for easier transportation and less breakages, particularly when travelling on horseback.",single malt,700.0,scotland,cork,0
158,auchentoshan,12 year old single malt scotch whisky 700ml,74.95,"triple distilled and matured for over 12 years. the signature nose of nuttiness with a smooth palate that is sweet, with hints of tangerine and lime.",single malt,700.0,scotland,unknown,0
159,the glenrothes,10 year old single malt scotch whisky 700ml,87.99,the glenrothes 10 years old is a lighter and more subtle style of the glenrothes. the perfect opening for a relaxing evening. a perfect introduction to single malt for those keen to explore the world of whisky. the glenrothes 10 years old is a finalist in the ultimate spirits challenge 2018. it achieved a score of 95.,single malt,700.0,scotland,stopper,0
160,overeem,port cask single malt whisky 700ml,209.99,"on the eye:  deep brass / gold on the nose: notes of choc-chip cookie, orange marmalade and clove. on the palate: spicy dried fruits (raisin and date) the finish: hints of plum, sultana and cocoa",single malt,700.0,australia,cork,1
161,benromach,15 year old single malt scotch whisky 700ml,134.99,"pour yourself a dram of the fantastic benromach 15 years old! golden amber in colour thanks to the long maturation in sherry and bourbon casks. beautifully balanced sherry aromas with vanilla pod, zesty orange and spicy ginger complemented by delicate chamomile and menthol notes. rich fruit cake with stewed plum, red apple skin and the sharp edge of kiwi fruit.",single malt,700.0,scotland,stopper,1
162,the new zealand,south island 25 year old single malt whisky 350ml,199.99,"made from 100% malted new zealand barely in the willowbank distillery, dunedin. this whisky has been aging in american oak, ex-bourbon barrels for 25 years making new zealand only the fifth country in history to release a 25 year old single malt whisky. this is an exceptionally rare dram from a now closed distillery.",single malt,350.0,new zealand,cork,1
163,gordon & macphail,connoisseurs choice allt &aacute bhainne 1996 scotch whisky 700ml,199.99,"this speyside whisky, allt á bhainne (pronounced alt-a-bane) is actually a component of the chivas regal blend. with a dark straw colour this whisky has a fresh and fruity nose with hints of green apple and pear. the palate is initially peppery with a sweet citrus edge followed by hints of melon and grapefruit. this is a delicate, light and subtle whisky with a long smooth finish.",blended,700.0,scotland,cork,1
164,aultmore,12 year old single malt scotch whisky 700ml,99.99,"one by one, the last great malts of scotland will leave their distillery gates. from scotland's 'bermuda triangle' comes a mysterious and rare single malt, for over a century only sold in limited quantities to collectors. bottled to celebrate the brightness of the barley and crystal clarity of the wood sugar, balanced with grassy, herbal notes. delicately aged for 12 years. the smoothest example on speyside, this classic, fruity style with no peat smoke has been distilled since 1897, yet only tasted by a few.",single malt,700.0,scotland,unknown,0
165,jura,12 year old single malt scotch whisky 700ml,99.99,"matured in american white oak ex-bourbon barrels with an aged oloroso sherry cask finish, jura 12 yo single malt is a rich and rounded balance of subtle smoky notes with a sweet sherry cask finish.",single malt,700.0,scotland,unknown,0
166,allt a bhainne,single malt scotch whisky 700ml,79.99,"the sweetly peated single malt from allt-a-bhainne. back in the 70's they said that you shouldn't mix peat with speyside, that smokiness & sweetness couldn't work. but we followed our nose and started distilling whisky our way.",single malt,700.0,scotland,cork,0
167,caol ila,15 year old single malt special release 700ml,179.99,"the first of thirteen annual releases in this series to combine refill and rejuvenated american oak hogsheads and ex-bodega european oak
butts. an exceptionally grown up whisky with a powerful and persuasive flavour profile that could only be a caol ila. established in 1846, caol ila is hidden away in a tiny bay near port askaig on the sound of islay (in gaelic, caol ila). a nearby water supply was one reason for the remote site; a waterfall even supplied power for the barley hoists and pressure for the fire hydrants. until the early 1960s casks left caol ila and supplies arrived by sea. rebuilt as a new distillery and significantly extended to six stills in 1972, caol ila became the largest distillery on islay yet its single malts remained almost unknown until 2002, when an award-winning range was
introduced. this is in many ways a connoisseur’s islay malt; despite being less well known than their southern siblings, its whiskies are every bit as capable of fine complexity, balanced and distinctive in fresh aromas and taste, with great character and depth at any age.",single malt,700.0,scotland,cork,1
168,old pulteney,15 year old single malt scotch whisky 700ml,179.99,"second fill american oak, ex-bourbon casks, followed by a period of further maturation in first fill spanish oak, ex-oloroso casks. intense and balanced. bursting with rich dried fruit, ripe apples and citrus, with honey sweetness and a generous chord of creamy vanilla. slightly chocolaty and floral in the background. fragrant spices and christmas cake, with layers of chocolate and a distinct dark toffee sweetness. there is a hint of sea air on the finish, a clear connection to old pulteney’s coastal home.",single malt,700.0,scotland,cork,1
169,berry brothers & rudd,ben nevis 1998 scotch whisky 700ml,169.99,"15 year old single malt scotch whisky from the wonderful highland distillery, ben nevis. this was distilled back in the heady days of 1998 and set aside to mature in cask #1351. the nose initially gives some deep peat-smoke overlaying the fruit notes which emerge given a little time. the palate has a creamy texture that carries the full malty and fruity flavours well with the finish showing rich intensity and great poise.",single malt,700.0,scotland,cork,1
170,glenallachie,glenallachie 10 year cask strength whisky 700ml,164.99,"the glenallachie distillery, sitting in a 20-acre site in speyside, was built in 1968.  a team led by scotch whisky industry veteran billy walker completed the acquisition of the glenallachie distillery in october 2017.  it is one of the younger distilleries on speyside but it has over 50,000 casks maturing on-site, some of which date back to the 1970’s.  glenallachie used to be produced only for blends.  this is the first time the whiskies have been released as stand-along single malts.  none of the range is chill- filtered or coloured.
the glenallachie 10 year old cask strength is red bronze in colour with a nose of heather honey, toffee apples and sweet spice, followed by layers of orange peel.  on the palate there is oodles of heather honey, vanilla and toffee, with wonderful notes of eucalyptus, orange peel and caribbean spices.",single malt,700.0,scotland,screw cap,1
171,caol ila,moch islay single malt scotch whisky 700ml,119.99,"nestled in a hidden cove near port askaig, islay, the caol ila (pronounced cull eela) distillery sent its whisky to market by sea for over a hundred years. caol ila is the gaelic name for the sound of islay, which separates the island from jura in one of the most remote and beautiful parts of scotland's west coast. the distillery was founded in 1846 and is situated on the shores of the sound, a spot originally chosen partly because of the clean water from loch nam ban which still provides its main supply. the nose is creamy and lemony, before a silky-smooth medium-bodied palate packs a peaty punch. the finish is dry, sooty and very more-ish. caol ila’s trademark smoky-antiseptic character is here. gaelic for ‘dawn’, caol ila moch is the first single malt from the distillery to be selected entirely on the basis of its taste, rather than age, cask wood, strength or finish. this single malt is an excellent introduction to peaty islay whiskies.",single malt,700.0,scotland,unknown,1
172,kilkerran,12 year old single malt scotch whisky 700ml,99.95,"the kilkerran 12 year old scotch whisky presents toasted marshmallows and dried fruit pudding on the nose along with dominant oak notes. on the palate it is initially fruity with citrus notes and orange peel followed by vanilla, butterscotch and honeycomb. ",single malt,700.0,scotland,cork,0
173,amrut,amrut intermediate sherry indian whisky 46% 700ml,161.0,"initial maturation in a combination of ex-bourbon and new american oak casks, followed by maturation in sherry casks before returning to ex-bourbon casks for its final influence - giving the name 'intermediate sherry' with sherry casks as the intermediary.
nose: instead of the usual biscuit aroma, we now get moist cake. and my word: is it fruity and spicy!! love the freshly waxed oak floor, too. complex and multi-layered with one of the most intriguing sherry-style-bourbon-style marriages on the market.
taste: cracking delivery and entirely unique in form. the structure is decidedly oak-based, but acts as no more than a skeleton from which the juicy sultana and spices drape. salivating, too, as the barley kicks in powerfully. but the liquorice-orangey-honeycomb bourbon theme quietly shapes the flavour profile; the spices pulse and glow.
finish: quite a chunk of natural caramel quietens the more exuberant characteristics; long and elegant.",blended,700.0,no_information,unknown,1
174,kilchoman,machir bay islay single malt scotch whisky 700ml,99.99,"established in 2005, kilchoman (pronounced kilhoman) is one of the smallest distilleries in scotland.  based on a farm on the rugged west coast of islay, kilchoman is the first distillery to be built on the island for 125 years. matured in a combination of both bourbon and sherry casks, kilchoman machir bay is a well-balanced combination of rich tropical fruit, peat smoke, light vanilla and intense sweetness.",single malt,700.0,scotland,unknown,0
175,hellyers road,10 year old original single malt whisky 700ml,97.99,"hellyers road distillery, situated on the picturesque northern tasmanian coast line, was established in 1997 and is australia's largest distiller of australian single malt whisky. named after henry hellyer who was one of the first explorers to set foot in the interior north of the then van dieman's land. this 10 year old single malt whisky is hellyers flagship product and is distilled from tasmanian grown malted barley, pure rainwater and yeast. american white oak barrels are used to mature this bespoke malt that delivers a smooth and balanced taste.",single malt,700.0,australia,screw cap,0
176,the balvenie,14 year old 'the week of peat' single malt scotch whisky 700ml,149.99,"one of three releases in the balvenie stories range, this is a peaty 14yo single malt scotch whisky, inspired by distillery manager ian millar installing a peat burner at balvenie. for one week each year, the distillery created peated whisky using speyside peat. expect characters of citrus balanced with peat smoke, oaky vanilla and heather honey.",single malt,700.0,scotland,stopper,1
177,the glenlivet,nadurra oloroso single malt scotch whisky 700ml,139.99,"nàdurra in gaelic means natural. nàdurra whisky is crafted in small batches using traditional 19th century methods, and each bottle is filled at natural cask strength. nàdurra oloroso has been matured exclusively in first fill oloroso sherry oak casks from the jerez region of spain: the most highly prized and sought after casks used by whisky makers. it is smooth and creamy with spicy orange marmalade and dark chocolate tones.
enjoy with jambalaya.",single malt,700.0,scotland,unknown,1
178,talisker,57° north scotch whisky 700ml,135.99,"talisker 57° north single malt scotch whisky is a bespoke 'special strength' malt from named in honour of the exact latitude that the iconic distillery is located on. also bottled at 57% alcohol, the talisker 57° north is a stronger, more complex malt than a standard bottling and it's encouraged to add your own personal amount of pure water to best express the unique smoothness of this special strength malt. the palate is rich and warming, delivering sweet vanilla and dark chocolate flavours with more peat influence than other talisker bottlings. once the whisky warms up on the palate, it takes on a slightly more 'serious' tone with talisker's trademark pepper and spice appearing over a sweet, briny underlay.",single malt,700.0,scotland,cork,1
179,bladnoch,samsara single malt scotch whisky 700ml,129.99,the bladnoch samsara is a tribute to the rebirth of their 200 year old distillery. bladnoch's award winning master distiller ian macmillan hand selects every cask to bring together this luscious single malt – full bodied and fragrant with a rich core and lingering tail. a tribute to the rebirth of their 200 year old distillery. bladnoch's award winning master distiller ian macmillan hand selects every cask to bring together this luscious single malt – full bodied and fragrant with a rich core and lingering tail.,single malt,700.0,scotland,cork,1
