,name,description,price,product_details,variatal,size,country,closure,target
201,the arran,malt 14 year old scotch whisky 700ml,114.99,the arran 14-year-old is a smooth richly expression of the arran malt bursting with character and complexity. the extra years of maturation have added a depth of sweetness and spice to create a fully rounded and satisfying dram. the arran malt is the only distillery on the isle of arran and a proudly independent scottish company. independently owned...independently minded.,blended,700.0,scotland,cork,1
202,old pulteney,navigator single malt scotch whisky 700ml,99.99,"appearance: rich golden honeycomb.
aroma: sweet and crisp: tangy apples and dried fruit with hints of chocolate and fresh vanilla.
taste: full bodied and rich: a burst of cocoa, honey and oranges with a long-lasting, spicy finish and suggestion of the sea at the end.",single malt,700.0,scotland,cork,0
203,ardbeg,10 year old scotch whisky 'ardbone' gift pack 700ml,99.99,"this limited edition gift pack pays homage to ardbeg's loyal canine mascot – shortie. the collectable tin is shaped as shortie's most prized possession- his bone and contains a bottle of ardbeg ten years old. perfect for smoky malt lovers, ardbeg is revered around the world as the peatiest, smokiest, most complex single malt in existence. yet it does not flaunt the peat; rather it gives way to the natural sweetness of the malt to produce a whisky of perfect balance.",single malt,700.0,scotland,cork,0
204,paul john sgl malt,bold 46%,94.99,"medium peat; min 5 years matured in ex-bourbon cask. silky with oak-like honey and a hefty second wave of spice, followed by a smoky feel that coats the roof of the mouth leaving a wave of dry molasses, peat and copper notes.",blended,700.0,cheese,cork,0
205,ancnoc,cutter highland single malt scotch whisky 700ml,92.88,"part of the peat series released by ancnoc. cutter is named after the hand tool used to cut peat from drier, shallower bogs. peated to 20.5ppm, this whisky is initially thick with oily smoke which later reveals a piercing burst of fruitiness. ripe peaches and just a touch of oak. leather and spicy vanilla then follow accompanied by notes of pink grapefruit and ripe orchard fruits.",single malt,700.0,scotland,cork,0
206,paul john sgl malt,edited 46%,89.99,light peat; min 5 years matured in ex-bourbon cask. up front grassy flavours of barley followed by subtle peat notes whick slowly dissolve and pave the way for a rush of mint and mocha.,blended,700.0,cheese,cork,0
207,deviant distillery,anthology series single malt spirit,85.0,"for anthology series twenty we’ve crafted a peated malt using a blend of scottish and australian malt barley then aged it using ex px sherry casks to create a bold, rich, & smoky expression with a bouquet of raisins, stewed fruits, plum and orange blossom on the nose, followed by a mild sweet palate and a bold smoke driven finish.

this spirit needs time to acclimatize, so it is best left to breathe for a few minutes before enjoying or serve as part of a sweat, smoky take on a spirit-driven cocktail .",single malt,700.0,australia,cork,0
208,ancnoc,12 year old scotch whisky 700ml,84.99,"ancnoc is a very special and curious distillery. using ancient traditions and practices, ancnoc (pronounced a-knock) produces a very modern whisky that is destined to please all whisky lovers. wonderfully light and delicate to the nose and palate, notes of fresh citrus and honey are present. aged in a carefully selected combination of sherry and bourbon casks, this 12 year old single malt has a incredibly smooth finish and should be considered a malt for every occasion.",single malt,700.0,scotland,unknown,0
209,glendalough,poitin sherry cask finish irish whiskey 700ml,79.99,"outlawed in 1661 by king charles, poitin production was forced into the wilderness where it enjoyed an illicit romanticism as ireland's notorious moonshine. aged for 6 months in virgin irish oak and a further 6 months in sherry casks, it extracts some more depth of flavour and adds honey and raisins. velvet in the mouth and light-amber colour with a smoky wood finish.",blended,700.0,ireland,screw cap,0
210,corowa,"corowa distilling co. the ""mad dog"" morgan 46% 500 ml",165.0,"corowa distilling co. the mad dog morgan 46% 500 mldan mad dog morgan was a ruthless renegade that long ago roamed the corowa region. mad dog wasn't your typical bushranger and this isn't your typical whisky. on the nose; cinnamon, ginger honey, orange and floral noteson the palate; oaky with spice, honey, orange, burnt caramel and raisinsfor the finish; long and sweet with a hint of vanilla.",blended,500.0,wales,unknown,1
211,iniquity,single malt whisky batch # 002,300.0,"this  dram provides pretty much everything you would expect from a small cask, artisan single malt.  superb.
tasting notes at https://iniquity.com.au/products/whisky#batch-no-002",single malt,700.0,south australia,unknown,1
213,bowmore,no. 1 vaults single malt scotch whisky 700ml,159.88,"on the eye: warm gold.
breathe in: vanilla fudge, sea air and peat smoke, balanced beautifully by honeycomb and cinnamon spice.
sip: citrus, gentle saltiness and vanilla with flakes of coconut.
savour: peat smoke, bourbon vanilla and lime.",single malt,700.0,scotland,cork,1
214,civilized spirits,white dog american unoaked whiskey - small batch - 750ml,90.0,"small batch independent spirits 

civilized white dog whiskey unoaked and distilled from wheat to impact a clean, crisp,sweet finishing whiskey. mike hall hand selects the perfect wheat and draws pure, ph-neutral water from our well, creating the foundation for our white dog whiskey with its faint sweetness and uncommon smoothness.

white dog whiskey is distilled from wheat to impact a clean, crisp, sweet finishing whiskey. you’ll find no need to search for nuances that may not be there. all you’ll get is the truth - a refined, micro-batch whiskey of the highest, uncompromising quality.",blended,750.0,usa,stopper,0
215,gordon & macphail,glenburgie 10 year old scotch whisky 700ml,94.99,"fruity with hints of citrus and mulled fruit, sweet and creamy. grapefruit with toffee fudge aromas elements. touch of toasted malt. the palate is rich fruit with sweet, oaky notes, some pepperiness with floral hints. sherry notes with sweet, toffee flavours. a medium, complex whisky with a short finish.",blended,700.0,scotland,cork,0
216,glengoyne,35 year old scotch whisky 700ml,5000.0,"this 35-year-old whisky from glengoyne distillery of the southern highlands makes for an exceptional rare and special single malt. this is an instant collector''s item with only 500 decanters available worldwide with each individually numbered. the whisky comes packaged in an wooden case which includes a leather-bound book signed by distillery manager robbie hughes. the single malt itself offers notes of apple followed by hints of dried fruit, floral and gentle spice flavours. don''t miss out on this rare drop.",single malt,700.0,scotland,cork,1
217,gordon & macphail,balblair 10 year old scotch whisky 700ml,109.99,"balblair is a highland malt located just beyond glenmorangie on the dornoch firth. pale gold in colour, the nose is like fresh hay with sweet marshmallow notes. dig deep to find elements of stewed pear. first taste will give an early mouth warming flavour of chilli spice and citrus fruit. smooth and creamy thereafter with a delicate floral influence. it is a smooth and delicate whisky with a surprising long finish.",blended,700.0,scotland,cork,1
218,ardbeg,auriverdes scotch whisky 700ml,194.99,"distilled with equal measures of skill and passion, ardbeg auriverdes was released in time for ardbeg day in 2014. the dram - golden whisky (auri), unmistakeable green bottle (verde) - is also rumoured to be a bit of a hot head on account of its toasted cask lids. the ardbeg team is renowned for its technical expertise and auriverdes is a winning example of this, with the toasted lids producing a mocha coffee flavour at one end, flowing into creamy vanilla at the other, finished by a lingering, smoky vanilla note.",blended,700.0,scotland,cork,1
219,the last drop,1968 glenrothes cask 13508 single malt whisky 700ml,10000.0,"with only 309 bottles produced worldwide, the last drop 1968 single malt scotch whisky is the ultimate in rare and collectible whiskies. cask 13508 yielded 141 bottle sets. complex, mellow aromas are at once fruity and herbal with an elusive whiff of scented smoke, a trace of cigar boxes and after a while a hint of candlewax. the texture is oily and the taste sweet and centre palate, with some saltiness and peppery spice in the long warming finish and a slightly mentholic aftertaste. comes with a 50ml miniature, elegant leather box and booklet.",single malt,700.0,scotland,cork,1
220,glenglassaugh,rare cask collection 8 x 700ml,35000.0,"an extremely limited collection of which only 5 sets are being made with 1 set being kept by the supplier to treasure. this beautiful selection features whiskies that are no younger than 30 years old, and provides a unique glance into the history of the distillery and the heart of glenglassaugh. these elegant old whiskies offer a lush, ripe highland single malt scotch whisky experience, evoking notes of tropical fruit and the sea, while each cask type offers a unique taste influence. and were hand selected by master distiller, billy walker. ",single malt,700.0,scotland,cork,1
221,bunnahabhain,40 year old single malt scotch whisky 700ml,3500.0,"celebrating its extraordinary journey and its recovery by master distiller, ian macmillan, is its label. specially created by renowned scots illustrator iain mcintosh it retraces the story from the water source at margadale spring to bunnahabhain distillery, from the ledgers to the turney casks - the illustration recounts the timeless passion and dedication which has gone into this truly exceptional whisky.",single malt,700.0,scotland,cork,1
222,mars,komagatake double cellars single malt japanese whisky 700ml,244.99,"this very limited edition of single malt, was specially vatted from the cellars of two mars whisky distilleries and bottled in early 2018. originally distilled at mars shinshu distillery in nagano prefecture in 2014 and then a portion of it was aged in bourbon and american white oak casks at shinshu distillery. the remaining portion was sent to mars tsunuki distillery in kagoshima, and aged in bourbon casks. tsunuki is some 1000km south-west of shinshu, and the cool climate and high altitude in shinshu versus the warm and tropical climate in tsunuki, provide a different ageing environment that give interesting individual characters in the final whisky when bottled. it is quite complex with a gentle texture, with plum and vanilla notes on the palate with a hint of peat and sweet honey on the finish.",single malt,700.0,japan,screw cap,1
223,mortlach,cowie's blue seal 20 years old single malt whisky 750ml,359.99,a selection of our very best single malt scotch whisky has been matured for a minimum of 20 years to tame “the beast of dufftown” into smooth submission and mellow complexity. it is a whisky that would have made the great alexander cowie proud.,single malt,750.0,scotland,cork,1
224,wolfburn,langskip single malt 700ml,129.99,"langskip is wolfburn’s first (near) cask-strength release. 
matured entirely in first-fill bourbon casks for over five years, making langskip the distillery’s oldest whisky to date.",single malt,700.0,scotland,unknown,1
225,amrut,amrut naarangi indian whisky 50% 700ml,184.0,"single malt whisky finished in orange sherry cask. amrut procured oloroso sherry from spain, then infused the sherry with fresh orange peels. the sherry was emptied and the cask filled with amrut single malt for further maturation. it is the only single malt whisky ever produced in the world to have expressions of orange, which brings forth a new level of experimentation to the malt world. the result in an essay in elegance: notable yet not dominant orange sherry notes perfectly fused into the whisky flavour. hence the name 'naarangi' - orange in hindi. an aromatic tug of war between suet pudding and dried figs with moderate teasing of orangey citrus. with time, more dried fruits stunningly evolve. viscous, full bodied like a syrup. transcending and sweet. slightly dry finish, though one can neglect it. the finish is moderately sweet with a loud dance of orange through the finale.",single malt,700.0,india,cork,1
226,the glendronach,grandeur batch 10 27 year old 700ml,1250.0,"the whisky bottled as the glendronach ‘grandeur’ has been specially selected by our master blender, rachel barrie, from some of our oldest and most unique sherry casks at glendronach. a selection of barrels, hogsheads, puncheons and butts have been maturing in our traditional dunnage warehouses since the 1960s, and it is the most extraordinary and remarkable of sherry casks that have been chosen for this very special bottling of twenty-seven-year-old whisky.

this superb expression is a fantastic representation of the smooth, complex and full-bodied style that the glendronach distillery is famous for. individually numbered by hand, each bottle is a one-off and truly unique.",blended,700.0,scotland,cork,1
227,highland park,30 year old single malt scotch whisky 700ml,1900.0,"the highland park 30 year old has a fudgy sweetness that characterises the more mature highland park, combined with complex aromatic spices as well as dark chocolate orange and floral peat notes. dry at the finish, it leaves an aromatic smoky flavour and a mouth-watering hint of mild, salty sea spray – the result of 30 years’ maturation on orkney’s windswept island environment.",single malt,700.0,scotland,unknown,1
228,gordon & macphail,connoisseurs choice jura 1997 scotch whisky 700ml,179.99,"jura, a neighbour to islay but the only distillery on the sparsely populated island. the whisky has a delicate nose with hints of ripe tropical fruits and citrus peel. sweet honey aromas develop in the glass. a drop of water brings out soft toffee, ripe peach and a subtle menthol edge. the taste is initially peppery with green apples and a slight saltiness. a light island malt with a medium creamy finish.",blended,700.0,scotland,cork,1
229,clynelish,select reserve scotch whisky 700ml,925.0,"a very complex whisky that moves smoothly from waxy high notes of rich fruit and sweet butterscotch, through deep warmth, to the silky, dark dryness of an aromatic finish. evocative, confident and joyful, it is astonishingly fresh yet speaks of the past, layering the classic coastal ozone, brine and peat with fragrant, fruity complexity and sweet warmth and even easier to enjoy with water, which exposes its lighter side and raises more elegant layers of creamy flavour.",blended,700.0,scotland,cork,1
230,pittyvaich,25 year old scotch whisky 700ml,500.0,"this pittyvaich 25 year old was distilled in 1989 and has lived longer than the distillery did. this limited edition whisky is easy to drink at natural strength yet is also a complex, attractive and slender whisky, ideal for after dinner contemplation: well balanced, with a sweet, malty nose and palate, and also a refined oiliness and subtle pungency, with a smooth, aromatic and drying conclusion. just 5922 individually numbered bottles available world-wide.",blended,700.0,scotland,cork,1
231,craigellachie,23 year old single malt scotch whisky 700ml,760.0,"craigellachie 23 year old single malt scotch whisky is a masterpiece in old fashioned whisky making. this 23 year old has added spice, ripe fresh cooked and dried fruits with a touch of light peat smoke on the nose. the palate is filled with flavours of melted white chocolate, baked pineapple followed by spicy oak towards the finish. it is complex, deep and well structured. an elegant scotch whisky that could be enjoyed neat, on the rocks or with a dash of water.",single malt,700.0,scotland,screw cap,1
232,the arran,malt 10 year old scotch whisky 700ml,95.99,"officially launched in 2006, this 10-year-old lies at the heart of the isle of the arran range. it exudes all the honeyed richness that is associated with the island distillery. the arran 10-year-old is a fresh and vibrant expression of the arran malt with all the hallmarks of the classic island style. vanilla and citrus notes dominate to create a smooth and mellow taste. the arran is the only distillery on the isle of arran and a proudly independent scottish company. independently owned...independently minded.",blended,700.0,scotland,cork,0
233,wolfburn,morven single malt scotch whisky 700ml,99.99,a lightly peated whisky made from malted barley infused with peat smoke (10 ppm) during the drying process. matured in ex-bourbon barrels and quarter casks.,single malt,700.0,scotland,unknown,0
234,teeling,30 year old single malt irish whiskey 700ml,2400.0,"the teeling vintage reserve 30 year old platinum bottling is one of the oldest single malt irish whiskeys ever released. this platinum bottling has been limited to only 250 bottles making this one of the world’s most exclusive irish whiskeys. having been distilled in 1983 and allowed to rest for over 30 years in bourbon cask, this limited edition whiskey has been hand selected by our master blender for its distinctive taste qualities. the whiskey has inherited a huge amount of character over its 30 year journey leading to a complex floral nose with deep layered flavours and a long luxurious finish. the teeling vintage reserve 30 year old platinum bottling is exceptional not only in taste but also in its rarity.",single malt,700.0,ireland,stopper,1
235,pittyvaich,28 year old single malt scotch whisky 700ml,500.0,"from a closed distillery, the oldest 1989 pittyvaich yet in this series, with only 4,680 bottles available worldwide. complex and compelling; light and straightforward, yet also full-flavoured and forceful. opened in 1975, pittyvaich was one of the shortest-lived distilleries ever built on speyside; the innocent victim of industry restructuring, it closed in 1993 through no fault of its whisky and has long since been demolished. unsurprisingly, its pleasing single malt has never been widely available, though it has been proven to age well; none younger than 25 years of age remains. most closed distilleries have produced for decades, even centuries before their closure, but
pittyvaich lived for a mere eighteen years. the name is gaelic and may refer to an early dwelling on the site, a ‘farmstead at the birch wood’. the distillery was, however, an impressive and ultramodern state of the art building, built around stills that were an exact replica of those at dufftown, then its sister distillery. pittyvaich, it was said, was designed around its plant and not, as is often the case with older distilleries, vice versa",single malt,700.0,scotland,unknown,1
236,old kempton distillery,single malt ex pinot cask 500ml,219.99,"our ex-pinot cask single malt whisky is matured using 20l and 100l barrels in our 1840’s stable. a stunning caramel colour with brown sugar on the nose, a long finish and smooth palate. enjoy neat or over ice.",single malt,500.0,australia,unknown,1
237,michel couvreur,intravaganza whisky 700ml,129.99,"using fresh sherry casks, the michel couvreur intravaganza single malt whisky is matured between two and three years after distillation in scotland. bottled at its natural 50% alcohol strength, aromas of frangipane and almonds are present along with touches of wood, honey and grassy fresh notes.",single malt,700.0,scotland,unknown,1
238,mannochmore,25 year old scotch whisky 700ml,500.0,"mannochmore lies south of elgin on speyside and draws water from a source in the nearby mannoch hills, after which the distillery is named. close by, walkers in dense woodland around millbuies loch may glimpse the striking 'up and down' flight of the great spotted woodpecker.",blended,700.0,scotland,unknown,1
239,glenkinchie,2016 distillers edition scotch whisky 700ml,134.99,"after mellowing in a refill cask to develop the soft distillery character for a decade, a secondary maturation in a specifically chosen amontillado sherry wood cask ensures that the glenkinchie 2016 distillers edition presents a balanced sweet and dry nose, enormous malt palate and long oaky, dry finish.",blended,700.0,scotland,unknown,1
240,amrut,amrut portonova indian whisky 62.1% 700ml,174.0,"this single malt is exotic and vibrant on both nose and palate. it delivers raisins, vanilla, cherry liqueur and spices with an effect that is extraordinarily smooth on the palate, even at full cask strength.
amrut portonova is matured first in new american oak and ex-bourbon casks, transferred to first-fill portuguese port pipes then finished in ex-bourbon.
a thick pudding of a nose, fruit and caramel merge with elements of a caramelised apple pie.
.
long, massive oak finish with evidence of the virgin barrels arising. with exploration, a cocoa hue appears—finally, some muscovado sugars evolves to supplant the berry fruits.",single malt,700.0,india,cork,1
241,ironhouse distillery,tasman whisky - sherry cask - tasmanian single malt,230.0,"aged 4yrs in sherry barrels sourced from frances wine region, our 100% tasmanian single malt sherry cask is a delicate and subtle whisky, with a slight aroma of sweetened candied nectar and a dried fruit spice on the nose, with an undertone of butter. this is followed by an extremely smooth palate with sweeten white wines, raisins, pink candy and citrus warmth with just a touch of oak. 

this water of life tells a story, hence our tasman whisky is housed within in a gift box worthy of the high quality tomes of old. its sits ready to be shelved as a volume of flavour, truly highlighting our subtle differences the salt air wafting through the distillery brings.

ready to be housed among your collection proudly. 



at the edge of the tasman sea, where the old drovers hut iron house once stood watchful, we’ve been carefully crafting our single malt whisky’s over the last 4 years. unleashed and disgorged from the darkened corners of the our bonding room and hand selected by iron house master distiller, michael briggs, you will be treated to a full flavoured experience. 

in an age old tradition we have created our premium range of whisky, our spiritus frumenti, for all to indulge in. tasman whisky is absolutely uncompromising and complex and 100% tasmanian. mindfully distilled within the confines of our copper still, it is the synergy between the purest malts sourced from the north of the state, the pristine waters of and the cleanest ocean air of tasmania’s untainted east coast that balance and mature our spirit perfectly.

good whisky is naught but a lens. it is the drink for celebrating your best days and reflecting thoughtfully on your hardest. it’s a spirit that demands a careful and discerning approach.

it is our story, but it is your whisky.
tasman whisky.

the spirit of the east.",single malt,700.0,australia,unknown,1
242,corowa distilling co.,bosque verde australian single malt whisky 46% 500ml,165.0,"the bosque verde was the corowa distilling company's 2nd release and signifies the distilleries style and bottling design, this was bottled at 56.6% abv, this bottling has been released to capture the whisky at 46% abv.

bosque verde is spanish for ‘green forest’ and this is the name of the farm where the bulk of the barley is sourced.

this whisky is matured in ex-port american oak barrels for no less than two years and is bottled at 46% abv. each bottle has been hand written to signify the date of distillation.

grab a piece of australian distilling history today.

tasting notes

nose: cherries, pear, raisins, spice, oak and hints of chocolate

palate: spicy, cinnamon, nuttiness, malt

finish: long and sweet, soft with a hint of vanilla",single malt,500.0,wales,screw cap,1
243,the macallan,m single malt scotch whisky 700ml,9600.0,"delve into macallans finest creation, the macallan m. artfully designed in a crystal decanter by renowned fashion and luxury designer fabien baron and crafted by lalique. awaiting within this beautiful decanter is a rich palate of wood spices and smoke, sweetened by dried fruits. vanilla and green apple are perfectly balanced, with polished oak and raisins offering depth with a lingering finish.",single malt,700.0,scotland,unknown,1
244,tullibardine,sherry finish 500 700ml boxed,89.99,"matured in first-fill ex-bourbon barrels and then in 500 litre spanish sherry butts, gives this tullibardine 500 sherry finish its nutty brown colour.
there are intense toffee apple notes on the nose with a hint of oatmeal. these notes then combine with a spicy feel, then sweet dates on the finish.",blended,500.0,scotland,unknown,0
245,port ellen,32 year old scotch whisky 700ml,4900.0,natural cask strength.,blended,700.0,scotland,cork,1
246,hellyers road,master series pinot noir finish 8 year old single malt whisky 700ml,289.99,"finished in a pinot noir cask, this single malt variety was anointed as one of the world’s ten best value whiskies in 2015 by the spirits business u.k. it was also recognised as a global whisky master in the super premium category at the 2015 global whisky master awards. eight years in american oak and six months in french oak (ex-pinot) adds a delightful complexity to a stunning tipple.",single malt,700.0,australia,screw cap,1
247,talisker,25 year old scotch whisky 700ml,550.0,"produced at the oldest distillery on the isle of skye, talisker single malt scotch whisky has been made by the sea since 1830, talisker single malt scotch whisky has been “made by the sea” since 1830. in fact, few single malts tell the story of their origin better. its smell and taste instantly connect the drinker with the rugged coastal environment. every sip is a taste of the isle of skye itself – a powerhouse; challenging but adored, once discovered rarely left. like a warm welcome from a wild sea. the intense character of talisker comes from fresh water drawn directly from underground springs next to the distillery, two very distinctive wash stills and wooden worm tub condensers which, along with its unusual abv of 45.8%, help set talisker apart from other malts. classic talisker, with a chili kick like a mule. sweet to start, then develops to dry, toasty notes with white pepper and chilies.",single malt,700.0,scotland,unknown,1
248,brora,35 year old scotch whisky 700ml,2200.0,"a deep, unhurried old brora fully deserving of an evening’s contemplation as it takes its time to develop fully; the smoke and coastal notes take a while to arrive but it’s a classic brora once they do, especially once a drop of water is added. magnificent!",blended,700.0,scotland,cork,1
249,glenglassaugh,30 year old deluxe scotch whisky 700ml,800.0,"sweet and soft with near perfect balance of fruit; mango, orange, figs and sweet sultanas, followed by a wave of sherry, toffee and ginger oak spice.",blended,700.0,scotland,unknown,1
250,tomintoul,14 year old single malt scotch whisky 700ml,119.99,"pure ingredients and the natural environment add to smooth and mellow character of our award-winning tomintoul speyside glenlivet single malt scotch whisky, 'the gentle dram'.
tomintoul speyside glenlivet single malt scotch whisky aged 14 years is a naturally coloured and unchillfiltered expression of our mellow and smooth malt.",single malt,700.0,scotland,cork,1
251,glenfiddich,first edition 50 year old single malt scotch whisky 700ml,48000.0,"glenfiddich 50 year old single malt scotch whisky - one of the rarest and most precious single malt scotch whiskies ever matured and bottled in dufftown, scotland, home of glenfiddich. a result of half a century of ageing in oak barrels and drawn from two casks that were married together for three months by glenfiddich's malt master, brian kinsman. labelled with wax and elegantly packaged in a hand stitched leather-bound case, lined with hand-woven silk and decorated with scottish silver inspired by william grant and sons personal ledgers. the whisky itself is one of purity and power - a harmonious nose with vibrant and complex floral notes along with a faint hint of smoke. initially sweet to the palate with zesty orange marmalade and vanilla toffee, the whisky cascades into a series of layers including herbs, floral and again, gentle hints of smoke.",single malt,700.0,scotland,unknown,1
252,glenfiddich,40 year old single malt scotch whisky 700ml,4698.95,"glenfiddich continues as the leader in fine single malt scotch whiskies with this 40 year old scotch whiskey. founded in 1887 by william grant after procuring machinery from the cardhu distillery, glenfiddich is still in the hands of the grant family over 110 years later. the 40 year old was created using the remnant vatting system and is displayed in a calf leather case complete with lock and key. the bottle is wax sealed, signed and individually numbered and comes complete with a leather bound book detailing the whisky's history.",single malt,700.0,scotland,cork,1
253,gordon & macphail,mortlach 75 year old scotch whisky 700ml,60000.0,believed to be the world's most exclusive single malt scotch whisky - only 100 decanters released worldwide. the original cask was filled by john urquhart in november of 1939 and has been nurtured and cared for by generations in the family. bottled in the +tear-drop+ lead-free crystal decanter by his great-grandchild after 75 years of maturation.a highly perfumed floral top note with hints of soft leather and mixture of fruity complex in between. gordon & macphail mortlach 75 year old scotch whisky is smooth and highly sophisticated. an elegant medium length finish with an attractive aftertaste of sandalwood.,single malt,700.0,scotland,stopper,1
254,clynelish,select reserve second edition scotch whisky 700ml,1100.0,"this is the second edition 2015 release of clynelish select reserve, made from hand-selected casks aged for at least fifteen years, and often far more. the whisky is an outstanding and unusually fragrant example of this robust classic that has an unexpected spicy complexity: beautifully balanced, structured and focused, both at cask strength and when smoothed out with water, it's precise, with a clean, well-shaped nose, and is delightfully rich yet also drying in palate and finish. only 2,946 individually numbered bottles world-wide.",blended,700.0,scotland,cork,1
255,gordon & macphail,longmorn 1999 scotch whisky 700ml,149.99,"longmorn is another of the robust speyside whiskies. now owned by chivas brothers. the nose will find blueberry pie and custard aromas with a touch of marzipan. sherry influence with green apples and ripe bananas and a hint of malt. a bit of water exposes fragrances of beeswax, violets and honey. vanilla ice cream with milk chocolate and a touch of salt. in the mouth, black pepper with lime and apple. milk chocolate and sherbet influences followed by a creamy and fruity flavour. grapefruit, watermelon and pressed apple with a touch of orange pith. a fruity speyside, perfect for summer particularly.",blended,700.0,scotland,cork,1
256,benromach,origins batch 5 golden promise scotch whisky 700ml,114.99,"golden promise is an old traditional barley. it fell out of favour when more efficient barley strains emerged. as part of the origins series benromach returned to the rich golden promise barley. the result is a powerful whisky bottled at 50% alcohol. lemon, apples, sultanas on the first nosing, then vanilla, toasted malt and a subtle smokiness. the palate offers smoke, spice and pepper but underneath there is are lovely peach and red apples with a chilli finish.",blended,700.0,scotland,cork,1
257,bruichladdich,octomore 10.1 single malt scotch whisky 700ml,219.99,"the octomore series is a powerful illustration of the art of the master distiller with each bottling necessarily unique, limited and never to be reproduced. each individual expression is hand-crafted by the progressive hebridean distiller’s of bruichladdich on the remote island of islay. for octomore 10.1, the nose is vanilla led, caramel with hints of smoke but tamed back. notes of candied apple, gooseberry and marzipan. soft yet powerful and warming on the palate, peppery, barley sugar, smokey – dried earth and hints of rubber. warm sand, sweetness of charred oak and pineapple.",single malt,700.0,scotland,cork,1
258,cardhu,18 year old single malt scotch whisky 700ml,219.99,"quietly assured and extra-mature, this is a whisky that opens slowly with real finesse to reveal an exquisite structure appealing to the connoisseur: rich in body, yet still full of delicate cardhu character. it’s pleasantly sweet with rich fruit and chocolate tastes and complex aromas of pears, plums, currant and a hint of pineapple. the flavours of this single malt are best experienced by adding a single teaspoon of water, which acts to release them. this 18 year-old was awarded best speyside single malt 2016 at the world whisky awards. the exquisite structure of this malt makes it the ideal gift for the connoisseur.",single malt,700.0,scotland,cork,1
259,benrinnes,21 year old single malt scotch whisky 700ml,450.0,"a heart-warming dram: robust, big-bodied and bluff. intriguing, rewarding and compelling; a grown-up malt that is all about flavour, with mere suggestions of truffle oil or ginger cake on a quiet nose followed by wonderfully appetising, spicy and bittersweet tastes on the palate.",single malt,700.0,scotland,cork,1
260,amrut,amrut peated single malt indian whisky 46% 700ml,119.8,"as india is too tropical a climate for peat to develop, this expression is made using peated scottish barley, from bairds malting near inverness, distilled and matured in ex-bourbon casks at amrut distillery in bangalore.
unusually dry peat nose; not dissimilar to peat reek absorbed by an old leather armchair; a hint of citrus too.
on the palate the immediate molasses sugar is followed by notes of peat. these build, so the experience becomes that little bit drier and spicier, though not without the molasses refusing to give way.
there's a crystalline depth to the finish. everything is clear on the palate and the butterscotch vanillins wrap the phenols for a comfortable and clean finale.",single malt,700.0,india,cork,1
261,glenfarclas,60 year old single malt scotch whisky 700ml,25000.0,"an incredibly long-aged release, even by glenfarclas's own standards. aged for 60 years in a first-fill sherry butt, this is presented in a crystal decanter reminiscent of the distillery's usual bottle, and a hexagonal box to represent the six generations of the grant family. an exceptional bottling. the sherry influence really comes through on the palate, with rich treacle, bitter coffee and espresso notes all making an appearance.",single malt,700.0,scotland,stopper,1
262,the benriach,35 year old deluxe scotch whisky 700ml,1400.0,"non chill filtered and bottled at natural colour, the benriach 35 years old is a classic speyside single malt. our master distiller’s tasting notes show this whisky is an exceptional malt to be savoured and enjoyed in every stage from nose to tongue to afterglow and with each sip.

tasting notes
nose
luscious tropical fruit salad syrup with a delicate ripped mint and chocolate back note; all warmed by a gentle toasted oak spice.

colour
gleaming rich golden amber.

taste
a classic speyside style combining waves of papaya and dried apricots with freshly-sawn oak spices, touches of golden syrup and distant milk chocolate which gently flow through the elegant long finish.",single malt,700.0,scotland,cork,1
263,gordon & macphail,connoisseurs choice macduff 2000 scotch whisky 700ml,139.99,"distilled in the year 2000, gordon & macphail connoisseurs choice macduff offers stewed pear and peach aromas with a touch of sweet vanilla. the palate is sweet and peppery with green apples and a dark chocolate edge. creamy with fresh fruit flavours, lime, banana and grapefruit. a great aperitif whisky with a short but fruity finish.",blended,700.0,scotland,cork,1
264,gordon & macphail,connoisseurs choice royal brackla 1998 scotch whisky 700ml,149.99,"this highland malt is one of only 3 with permission to use the word ‘royal’. it is now owned by bacardi and sits just outside of inverness. sweet vanilla nose with tropical fruit, mango and banana. hints of blueberry, cranberry and vanilla pod. a delicate toasted malt and menthol edge develops. black pepper palate with green apple and pear flavours initially. citrus develops, orange and lime, with a creamy milk chocolate edge. vanilla with strawberry and kiwi flavours. finishes with a sweet cocoa butter edge.",blended,700.0,scotland,cork,1
265,amrut,amrut double cask indian whisky 46% 700ml,219.8,"a marriage of two casks of amrut, made with scottish peated barley, one matured in ex-bourbon and the other in ex-port.
both casks were filled in may 2012, and bottled in june 2017 at 5 years of age—creating 900 bottles only.

nose: milk chocolate, bonfire embers, currants and raisins 
taste: sweet smoke, peach, brown sugar, raisins, malted biscuits
finish: ginger, raisins, plum, salted chocolate, brown sugar, crystallised lemon peel",blended,700.0,no_information,unknown,1
266,benriach,25 year old deluxe 700ml,350.0,"this whisky has been drawn from the most exceptional casks within our traditional warehouses. produced in the traditional benriach style, the benriach 25 years old is non chill filtered and is bottled at natural colour.

tasting notes
nose
rich honey, spices, apples and peat, in combination with superb oak-wood notes.

colour
rich golden.

taste
a rich cocktail of honey, oloroso sherry, cocoa and apples, supported by a fascinating presence of citrus, sweet peat and wonderful wood notes.",blended,700.0,scotland,cork,1
